,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std,std
,EMA_10,EMA_10_pre1,EMA_10_pre2,EMA_5,EMA_5_pre1,EMA_5_pre2,EMA_gap,EMA_gap_pre1,EMA_gap_pre2,KDJ_D,KDJ_D_pre1,KDJ_D_pre2,KDJ_J,KDJ_J_pre1,KDJ_J_pre2,KDJ_K,KDJ_K_pre1,KDJ_K_pre2,Long_Short_Rate_OBV,Long_Short_Rate_OBV_pre1,Long_Short_Rate_OBV_pre2,MACD_dea,MACD_dea_pre1,MACD_dea_pre2,MACD_dif,MACD_dif_pre1,MACD_dif_pre2,MACD_macd,MACD_macd_pre1,MACD_macd_pre2,MOM_12,MOM_12_pre1,MOM_12_pre2,MOM_25,MOM_25_pre1,MOM_25_pre2,MOM_gap,MOM_gap_pre1,MOM_gap_pre2,RSI,RSI_pre1,RSI_pre2,Volume,Volume_pre1,Volume_pre2,EMA_10,EMA_10_pre1,EMA_10_pre2,EMA_5,EMA_5_pre1,EMA_5_pre2,EMA_gap,EMA_gap_pre1,EMA_gap_pre2,KDJ_D,KDJ_D_pre1,KDJ_D_pre2,KDJ_J,KDJ_J_pre1,KDJ_J_pre2,KDJ_K,KDJ_K_pre1,KDJ_K_pre2,Long_Short_Rate_OBV,Long_Short_Rate_OBV_pre1,Long_Short_Rate_OBV_pre2,MACD_dea,MACD_dea_pre1,MACD_dea_pre2,MACD_dif,MACD_dif_pre1,MACD_dif_pre2,MACD_macd,MACD_macd_pre1,MACD_macd_pre2,MOM_12,MOM_12_pre1,MOM_12_pre2,MOM_25,MOM_25_pre1,MOM_25_pre2,MOM_gap,MOM_gap_pre1,MOM_gap_pre2,RSI,RSI_pre1,RSI_pre2,Volume,Volume_pre1,Volume_pre2
code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.XSHE,13.3783417807,13.3829514951,13.3875909043,13.3664868637,13.3709312627,13.3753598173,-0.0118549169791,-0.0120202323857,-0.0122310870674,47.1320739873,47.1116696073,47.0769258751,47.1611606462,47.1502867674,47.2358795327,47.1417695403,47.124541994,47.1299104276,2791416.91492,2821391.03182,2901757.00366,-0.0122782005785,-0.0124898423782,-0.0127246473745,-0.0118549169791,-0.0120202323857,-0.0122310870673,0.000423283599435,0.000469609992551,0.000493560307167,-0.0549758194519,-0.0564965072542,-0.0580225685116,-0.130865126276,-0.133369156368,-0.13470177324,-0.0758893068243,-0.0768726491134,-0.0766792047286,49.2717388244,49.2630839914,49.2595896756,73080199.3885,72871761.043,72750528.3783,3.269339584,3.27253143262,3.27569452326,3.28842837356,3.29143137589,3.29428471027,0.244700413028,0.244706493797,0.244684320425,24.4916081002,24.5323931555,24.571211525,36.0011418014,35.9790702875,35.9657763698,25.6749300268,25.7074459941,25.7403171105,63545338.8069,63519410.8417,63479523.0395,0.224080429061,0.224121363432,0.224152725846,0.244700413028,0.244706493797,0.244684320425,0.0804278026788,0.0803284942176,0.0802863878893,1.29658553328,1.29688264722,1.29725179387,1.91590921552,1.91774018212,1.91836267545,1.37215090027,1.37167741255,1.37055429441,13.486097918,13.4893249386,13.4931203725,73355082.2267,73484203.087,73524794.7074
000002.XSHE,13.4355336534,13.4244147556,13.4137979645,13.4613981122,13.4493128214,13.4378740745,0.0258644587841,0.0248980658753,0.0240761099948,47.0719042058,46.955968078,46.8425043443,47.4262636409,47.3147792251,47.1653417303,47.1900240175,47.0755717937,46.9501168063,4644171.82677,4501844.7517,4350755.72283,0.024193272654,0.023357679589,0.0225874864459,0.025864458784,0.0248980658752,0.0240761099947,0.00167118613001,0.00154038628621,0.00148862354881,0.128856981982,0.123220720721,0.118856981982,0.21838963964,0.211801801802,0.207331081081,0.0895326576577,0.0885810810811,0.0884740990991,50.6459189959,50.6340719324,50.6261343031,99759671.0298,99341406.2579,99116585.0327,7.37802064131,7.36833502216,7.35870239345,7.41894479181,7.40887987891,7.39890147503,0.292950124955,0.291118477027,0.290145583521,24.1072082069,24.151556965,24.1990500297,35.4339580116,35.4162135656,35.4483225729,25.2697179129,25.2980755855,25.3437306894,87586704.6126,87395875.6589,87132292.0058,0.265359501761,0.264180190384,0.263324469545,0.292950124955,0.291118477027,0.290145583521,0.0971429399392,0.0968022080112,0.0967593293597,1.58554917481,1.57937723107,1.57416901927,2.12335272947,2.10841301166,2.10035813838,1.59128604419,1.58485263443,1.58174041509,13.4159499208,13.4328340792,13.4709316248,101945798.472,102065019.802,102074446.996
000060.XSHE,11.2243931872,11.2297941165,11.235874019,11.2096746156,11.2144674207,11.2204838536,-0.0147185715944,-0.0153266957487,-0.0153901654311,46.7271932531,46.7136206916,46.7066417344,46.7756821923,46.7534476378,46.7206980894,46.7433562328,46.7268963403,46.7113271861,217600.226379,211238.54376,396964.064085,-0.0155671103198,-0.0159913796824,-0.0163237216492,-0.0147185715946,-0.0153266957489,-0.0153901654315,0.000848538725244,0.00066468393352,0.000933556217686,-0.0648167539267,-0.0701989528796,-0.0725916230366,-0.171806282723,-0.180188481675,-0.184356020942,-0.106989528796,-0.109989528796,-0.111764397906,48.6897019774,48.6735988934,48.6706956774,34373225.1953,34201348.1613,34126221.3079,3.99309902232,4.00049839621,4.01044938854,4.014756492,4.0200980468,4.02988226793,0.343429756332,0.343460112215,0.341632814922,24.7782912768,24.8083420517,24.8258906809,35.5861662965,35.6001917464,35.6163691514,25.8733454258,25.909173681,25.9380735527,30843757.6607,30773674.2999,30636447.3844,0.312893202851,0.312705415868,0.313074393086,0.343429756333,0.343460112217,0.341632814924,0.114911219618,0.11730862019,0.117166903846,1.81898662862,1.83351516344,1.83275486601,2.61624560239,2.64184850163,2.6654209049,2.01430104262,2.02010766843,2.02589327432,13.6196658684,13.6454933683,13.6587309878,32669916.6566,32699076.914,32686611.8016
000063.XSHE,19.0457094414,19.0492912517,19.0530957714,19.0351341826,19.0379056263,19.040772983,-0.0105752588269,-0.0113856253856,-0.0123227884322,50.6264582182,50.5540988775,50.4951743564,50.8616360399,50.7668706289,50.6581543907,50.7048508254,50.6250227947,50.5495010345,936817.528477,1013342.54723,1078664.72562,-0.0117565385912,-0.0123471784734,-0.0128279550174,-0.0105752588267,-0.0113856253854,-0.0123227884318,0.00118127976445,0.000961553088039,0.000505166585591,-0.0489171974522,-0.0519957537155,-0.0570912951168,-0.116894904459,-0.11932059448,-0.122006369427,-0.0679777070064,-0.0673248407643,-0.06491507431,50.5302201217,50.5167314263,50.5005202461,42876715.8662,42659304.8291,42443316.1072,6.92246334922,6.93210819703,6.94262505561,6.93335444323,6.94118239885,6.95011387167,0.422842812967,0.423298503786,0.424334580724,25.1143991036,25.1644925506,25.2060091447,36.8715473721,36.855436082,36.873782971,26.3131332921,26.3563426166,26.402882699,37819599.6414,37644653.1431,37422197.8208,0.387122772959,0.387743210363,0.388485068658,0.422842812966,0.423298503785,0.424334580723,0.141170145123,0.141394316011,0.141605857493,2.24249891328,2.24752346103,2.25207423836,3.26621160606,3.26814566153,3.27527641429,2.35626724375,2.35473156926,2.35833984003,13.3541000138,13.3657999134,13.3737998925,37745420.4236,37764731.1226,37721689.7464
000069.XSHE,7.80572203073,7.80717316663,7.80850611322,7.80245064025,7.80408000079,7.8055325477,-0.00327139047733,-0.00309316584379,-0.00297356552533,47.8070308691,47.8001775961,47.7881477409,47.8313319603,47.8253197052,47.8159137443,47.8151312328,47.8085582991,47.7974030754,-56655.0736958,-28533.7403417,-8025.05607324,-0.00347763757291,-0.00358076112063,-0.00382455875895,-0.00327139047746,-0.00309316584398,-0.00297356552562,0.000206247095439,0.00048759527664,0.000850993233323,-0.00937267410952,-0.0101382243488,-0.0109356725146,-0.0625465178097,-0.064922913344,-0.0669643806486,-0.0531738437002,-0.0547846889952,-0.056028708134,50.2571094316,50.2499230748,50.251842798,47521398.025,47159583.4147,46905832.5109,2.37379134626,2.37546996425,2.37691937027,2.38708740887,2.3890025294,2.39073973705,0.162746742669,0.161528006709,0.161018630244,23.2744215038,23.2912433455,23.3153770402,34.4719828974,34.4845732207,34.4470059191,24.443328834,24.4598619474,24.4690035778,46390307.5277,45541404.1258,45445688.3604,0.146001711811,0.146174312582,0.146951789037,0.162746742669,0.16152800671,0.161018630244,0.059278225411,0.0587660025161,0.0582042405278,0.868508522158,0.867903246171,0.870298051543,1.26804693646,1.26996100916,1.27315928175,0.97572584879,0.975367235204,0.974895748504,12.65665308,12.6626531501,12.6707354302,53068874.353,52552726.5226,52096746.2183
000100.XSHE,3.30552258888,3.30649113211,3.30753262286,3.30290686053,3.30377821862,3.30476511606,-0.00261572835026,-0.00271291348929,-0.00276750679945,46.9288507672,46.8593307217,46.7976196777,47.1773179053,47.050989178,46.9597474886,47.0116731466,46.9232168738,46.8516622813,7277292.83756,6986795.79648,6965597.16706,-0.00273608695003,-0.00279626624988,-0.00283794263011,-0.00261572835034,-0.00271291348941,-0.00276750679963,0.000120358599694,8.3352760466e-05,7.04358304842e-05,-0.0124447031432,-0.0129336437718,-0.0137718277066,-0.0262223515716,-0.0268102444703,-0.0263969732247,-0.0137776484284,-0.0138766006985,-0.012625145518,49.9985846699,49.992587521,49.9972459818,172537202.75,170897070.749,170344818.49,1.10302993353,1.10379964007,1.10463048962,1.10985601649,1.11045577591,1.11111800767,0.0818360427327,0.0818455908029,0.0819188355293,23.2909598802,23.3803759048,23.4853854123,34.1044898713,34.1152680588,34.1077047222,24.3782811592,24.4418315688,24.5168387595,149384758.805,149129638.277,149156004.286,0.0741054988932,0.0741387446822,0.0741675835104,0.0818360427329,0.0818455908031,0.0819188355296,0.0284648311392,0.0284101065619,0.0284128888933,0.439384153814,0.439635851879,0.439869704961,0.608634236384,0.608655162356,0.608517488362,0.449854168476,0.449019239158,0.448246607048,13.3967018173,13.4033920989,13.4203511345,166843283.744,167741159.82,167901413.971
000157.XSHE,7.7151383418,7.72356008888,7.73209364135,7.69369993569,7.70192966358,7.71031494399,-0.0214384061047,-0.0216304253012,-0.0217786973635,45.870886958,45.8267715963,45.7845039551,46.0009930699,45.9690319855,45.9036325477,45.914255662,45.874191726,45.824213486,1277548.74833,1163990.33747,1648913.33492,-0.0218500207932,-0.0220558281374,-0.0222685295554,-0.0214384061048,-0.0216304253013,-0.0217786973636,0.000411614688395,0.000425402836105,0.000489832191793,-0.100135628586,-0.102185706834,-0.104663536776,-0.233755868545,-0.234126238915,-0.235482524778,-0.133620239958,-0.131940532081,-0.130818988002,48.163303416,48.1559640519,48.1436737279,70424820.6823,69815214.7522,69654936.8889,4.09850477178,4.10846087721,4.11879354612,4.09546471751,4.10483189096,4.11486701117,0.249954839307,0.248995720344,0.248007090827,24.4046792861,24.4178143289,24.4187897353,35.4977665277,35.4769361016,35.472696177,25.5512577002,25.5654008925,25.5741295571,69082402.8952,68436615.8579,67570329.8717,0.223531519628,0.223131029591,0.223080213343,0.249954839307,0.248995720344,0.248007090827,0.0900122718431,0.0900594722787,0.0901543119973,1.32102019093,1.32194010763,1.3312271851,1.9099498236,1.90850550094,1.91083536567,1.43424903345,1.43140692086,1.43368374056,13.3753213763,13.3845079332,13.3989582435,83909491.7229,82901220.4753,82096732.4305
000166.XSHE,8.68133679549,8.67471078423,8.66804468677,8.6978614777,8.69121529347,8.6844688288,0.0165246822056,0.0165045092357,0.0164241420265,43.8163578809,43.7698625566,43.7055077228,43.9139240294,43.9355254495,43.914315129,43.8488799304,43.8250835209,43.7751101915,-3726238.37624,-3672117.39472,-3779854.11829,0.0164529650382,0.0164171064545,0.0163734050638,0.0165246822056,0.0165045092357,0.0164241420265,7.17171674274e-05,8.74027812716e-05,5.07369626705e-05,0.0783156498674,0.076976127321,0.0768965517241,0.169376657825,0.171366047745,0.173633952255,0.0910610079576,0.0943899204244,0.0967374005305,47.0523044552,47.00504972,46.9567504878,75184169.305,74750805.1737,74320384.5809,3.93615117597,3.9466988958,3.9572762504,3.98018636213,3.99006710374,3.99977845411,0.433998596669,0.433938926394,0.433835171369,22.8014758415,22.8541044855,22.9102332804,33.8343392587,33.8399074813,33.8620681336,23.937867574,23.9815891483,24.0307345594,72953761.0418,72918669.7517,72785495.8187,0.390250709766,0.390148214934,0.390025180836,0.433998596669,0.433938926394,0.433835171369,0.154702276915,0.154694077377,0.154704123515,2.30783547856,2.30742133874,2.30697076865,3.28834797627,3.28848837121,3.28877523612,2.39364828795,2.39468678397,2.39532390133,14.1373957452,14.2348372279,14.3262211691,91657891.0173,91449433.8018,91259210.0989
