,code,date,avg_price,win_rate,MACD_macd,EMA_gap,KDJ_J,RSI,MOM,MOM_gap,OBV,Long_Short_Rate_OBV,KDJ_J_pre,MOM_pre,MOM_gap_pre,OBV_pre,Long_Short_Rate_OBV_pre,MACD_macd_pre,EMA_gap_pre
50,300070.XSHE,2010-04-21,148.4,1.0,4,4,1,4,4,4,-2,1,4,4,4,-2,1,4,4
51,300070.XSHE,2010-04-22,151.15,1.0,4,4,4,4,4,4,-2,1,4,4,4,-2,1,4,4
52,300070.XSHE,2010-04-23,158.37,-1.0,4,4,4,4,4,4,-2,1,3,4,4,-2,1,4,4
53,300070.XSHE,2010-04-26,170.65,-1.0,4,4,3,4,4,4,-2,1,2,4,4,-2,1,4,4
54,300070.XSHE,2010-04-27,169.5,-1.0,4,4,2,4,4,4,-2,1,1,1,1,-2,1,2,4
55,300070.XSHE,2010-04-28,157.1,-1.0,2,4,1,4,1,1,-2,1,1,-1,0,-2,1,-4,4
56,300070.XSHE,2010-04-29,149.75,-1.0,-4,4,1,4,-1,0,-2,1,1,-3,-2,-2,1,-4,4
57,300070.XSHE,2010-04-30,148.8,-1.0,-4,4,1,4,-3,-1,-2,1,-2,-4,-4,-2,1,-4,4
58,300070.XSHE,2010-05-04,138.725,-1.0,-4,4,-2,4,-4,-4,-2,1,-3,-4,-4,-2,1,-4,4
59,300070.XSHE,2010-05-05,140.125,-1.0,-4,4,-3,4,-4,-4,-2,1,-4,-4,-2,-2,1,-4,4
60,300070.XSHE,2010-05-06,140.655,-1.0,-4,4,-4,3,-4,-2,-2,1,-4,-4,-3,-2,1,-4,4
61,300070.XSHE,2010-05-07,128.975,-1.0,-4,4,-4,2,-4,-3,-2,1,-3,-4,-4,-2,1,-4,2
62,300070.XSHE,2010-05-10,123.09,-1.0,-4,2,-3,1,-4,-4,-2,1,-3,-4,-3,-2,1,-4,0
63,300070.XSHE,2010-05-11,119.065,-1.0,-4,0,-3,1,-4,-3,-2,1,-2,-4,-3,-2,1,-4,-1
64,300070.XSHE,2010-05-12,116.885,-1.0,-4,-1,-2,1,-4,-3,-2,1,-2,-4,-3,-2,1,-4,-2
65,300070.XSHE,2010-05-13,118.375,-1.0,-4,-2,-2,1,-4,-3,-2,1,-1,-3,-1,-2,1,-4,-2
66,300070.XSHE,2010-05-14,117.1,-1.0,-4,-2,-1,1,-3,-1,-2,1,-2,-2,-1,-2,1,-4,-3
67,300070.XSHE,2010-05-17,114.245,1.0,-4,-3,-2,0,-2,-1,-2,1,-3,-2,-1,-2,1,-4,-3
68,300070.XSHE,2010-05-18,110.76,-1.0,-4,-3,-3,0,-2,-1,-2,1,-2,-1,0,-2,1,-3,-3
69,300070.XSHE,2010-05-19,113.225,-1.0,-3,-3,-2,1,-1,0,-2,1,-1,-1,0,-2,1,-1,-3
70,300070.XSHE,2010-05-20,114.75,1.0,-1,-3,-1,0,-1,0,-2,1,1,-1,0,-2,1,-1,-2
71,300070.XSHE,2010-05-21,114.0,-1.0,-1,-2,1,1,-1,0,-2,1,3,1,2,-2,1,2,-1
72,300070.XSHE,2010-05-24,121.59,-1.0,2,-1,3,1,1,2,-2,1,3,2,2,-2,1,2,-1
73,300070.XSHE,2010-05-25,120.1,-1.0,2,-1,3,1,1,2,-2,1,1,0,1,-2,1,1,-1
74,300070.XSHE,2010-05-26,116.505,1.0,1,-1,1,0,0,1,-2,1,-1,0,1,-2,1,0,-1
75,300070.XSHE,2010-05-27,116.315,-1.0,0,-1,-1,1,0,1,-2,1,0,1,1,-2,1,1,-1
76,300070.XSHE,2010-05-28,118.995,-1.0,1,-1,0,1,1,1,-2,1,0,-2,0,-2,1,0,-1
77,300070.XSHE,2010-05-31,115.845,-1.0,0,-1,0,0,-2,0,-2,1,-1,-2,0,-2,1,-1,-1
78,300070.XSHE,2010-06-01,114.69,-1.0,-1,-1,-1,0,-2,0,-2,1,-1,-1,0,-2,1,-1,-1
79,300070.XSHE,2010-06-02,115.6,-1.0,-1,-1,-1,0,-1,0,-2,1,-1,0,1,-2,1,0,-1
80,300070.XSHE,2010-06-03,116.6,-1.0,0,-1,-1,0,0,0,-2,1,-1,-1,0,-2,1,0,-1
81,300070.XSHE,2010-06-04,116.585,1.0,0,-1,-1,0,-1,0,-2,1,0,0,0,-2,1,0,-1
82,300070.XSHE,2010-06-07,115.9,1.0,0,-1,0,1,0,0,-2,1,0,0,1,-2,1,0,0
83,300070.XSHE,2010-06-08,118.3,1.0,0,0,0,1,0,1,-2,1,2,1,2,-2,1,1,0
84,300070.XSHE,2010-06-09,122.645,1.0,1,0,2,2,1,2,-2,1,2,2,2,-2,1,3,1
85,300070.XSHE,2010-06-10,128.355,-1.0,2,1,2,2,2,2,-2,1,2,3,3,-2,1,3,2
86,300070.XSHE,2010-06-11,132.0,-1.0,3,2,2,2,3,3,-2,1,0,2,2,-2,1,2,2
87,300070.XSHE,2010-06-17,127.24,-1.0,1,2,0,1,2,2,-2,1,-3,0,1,-2,1,-2,1
88,300070.XSHE,2010-06-18,119.0,-1.0,-1,1,-3,-1,0,1,-2,1,-4,-2,0,-2,1,-3,0
89,300070.XSHE,2010-06-21,117.29,-1.0,-3,0,-4,0,-2,0,-2,1,-3,-3,-1,-2,1,-3,-1
90,300070.XSHE,2010-06-22,118.54,-1.0,-3,-1,-3,0,-3,-1,-2,1,-2,-4,-2,-2,1,-3,-1
91,300070.XSHE,2010-06-23,117.0,-1.0,-3,-1,-2,-1,-4,-2,-2,1,-2,-3,-1,-2,1,-3,-1
92,300070.XSHE,2010-06-24,115.895,-1.0,-2,-1,-2,-1,-3,-1,-2,1,-3,-2,0,-2,1,-2,-2
93,300070.XSHE,2010-06-25,114.45,-1.0,-2,-2,-3,-1,-1,0,-2,1,-3,-2,-1,-2,1,-3,-2
94,300070.XSHE,2010-06-28,109.93,-1.0,-3,-2,-3,-2,-2,-1,-2,1,-4,-4,-2,-2,1,-4,-3
95,300070.XSHE,2010-06-29,102.37,-1.0,-4,-3,-4,-3,-4,-2,-2,1,-3,-4,-3,-2,1,-4,-4
96,300070.XSHE,2010-06-30,93.605,-1.0,-4,-4,-3,-4,-4,-3,-2,1,-3,-4,-3,-2,1,-4,-4
97,300070.XSHE,2010-07-01,91.075,-1.0,-4,-4,-3,-4,-4,-3,-2,1,-3,-4,-3,-2,1,-4,-4
98,300070.XSHE,2010-07-02,87.87,-1.0,-4,-4,-3,-4,-4,-3,-2,1,-3,-4,-3,-2,1,-4,-4
99,300070.XSHE,2010-07-05,83.53,1.0,-4,-4,-3,-4,-4,-3,-2,1,-2,-4,-2,-2,1,-3,-4
100,300070.XSHE,2010-07-06,84.485,-1.0,-2,-4,-2,-4,-4,-2,-2,1,-2,-2,0,-2,1,0,-4
101,300070.XSHE,2010-07-07,87.57,-1.0,0,-4,-2,-3,-2,0,-2,1,-2,-1,0,-2,1,1,-4
102,300070.XSHE,2010-07-08,87.23,1.0,1,-4,-2,-3,-1,0,-2,1,-2,-1,1,-2,1,2,-4
103,300070.XSHE,2010-07-09,87.3,-1.0,2,-4,-2,-3,-1,1,-2,1,0,1,1,-2,1,3,-3
104,300070.XSHE,2010-07-12,88.67,-1.0,2,-3,0,-2,1,1,-2,1,0,0,1,-2,1,2,-3
105,300070.XSHE,2010-07-13,87.0,-1.0,2,-3,0,-3,0,1,-2,1,-1,-1,1,-2,1,2,-3
106,300070.XSHE,2010-07-14,85.025,-1.0,1,-3,-1,-3,-1,1,-2,1,-2,-1,1,-2,1,1,-3
107,300070.XSHE,2010-07-15,83.735,-1.0,1,-3,-2,-3,-1,0,-2,1,-3,-2,0,-2,1,0,-3
108,300070.XSHE,2010-07-16,80.615,1.0,0,-3,-3,-4,-2,0,-2,1,-2,-3,0,-2,1,0,-3
109,300070.XSHE,2010-07-19,79.095,1.0,0,-3,-2,-3,-3,0,-2,1,-1,-2,1,-2,1,1,-3
110,300070.XSHE,2010-07-20,82.17,1.0,0,-3,-1,-2,-2,1,-2,1,2,0,2,-2,1,2,-2
111,300070.XSHE,2010-07-21,86.5,-1.0,2,-2,2,-1,0,1,-2,1,3,1,2,-2,1,3,-1
112,300070.XSHE,2010-07-22,88.75,-1.0,2,-1,3,-1,1,2,-2,1,3,2,3,-2,1,3,0
113,300070.XSHE,2010-07-23,89.605,-1.0,3,0,3,-1,1,3,-2,1,2,2,3,-2,1,2,0
114,300070.XSHE,2010-07-26,90.175,-1.0,2,0,2,-1,2,3,-2,1,2,1,3,-2,1,2,0
115,300070.XSHE,2010-07-27,90.17,-1.0,2,0,2,-1,1,2,-2,1,1,0,2,-2,1,1,0
116,300070.XSHE,2010-07-28,89.86,-1.0,1,0,1,-1,0,2,-2,1,2,0,2,-2,1,1,0
117,300070.XSHE,2010-07-29,91.01,-1.0,1,0,2,-1,0,2,-2,1,1,0,2,-2,1,0,0
118,300070.XSHE,2010-07-30,90.75,-1.0,0,0,1,-1,0,1,-2,1,2,0,2,-2,1,0,0
119,300070.XSHE,2010-08-02,91.48,-1.0,0,0,2,0,0,1,-2,1,0,0,2,-2,1,0,0
120,300070.XSHE,2010-08-03,92.225,1.0,0,0,0,0,0,2,-2,1,-1,0,2,-2,1,0,0
121,300070.XSHE,2010-08-04,91.625,1.0,0,0,-1,0,0,2,-2,1,-1,1,2,-2,1,0,1
122,300070.XSHE,2010-08-05,95.64,1.0,0,1,-1,1,0,2,-2,1,2,2,3,-2,1,2,1
123,300070.XSHE,2010-08-06,101.025,-1.0,1,1,2,2,2,3,-2,1,3,2,3,-2,1,2,2
124,300070.XSHE,2010-08-09,103.185,1.0,2,2,3,2,2,3,-2,1,2,2,3,-2,1,2,2
125,300070.XSHE,2010-08-10,103.505,-1.0,1,2,2,2,2,3,-2,1,1,3,4,-2,1,1,2
126,300070.XSHE,2010-08-11,105.85,-1.0,1,2,1,3,3,3,-2,1,1,2,3,-2,1,0,2
127,300070.XSHE,2010-08-12,105.45,-1.0,0,2,1,2,2,3,-2,1,1,0,2,-2,1,0,2
128,300070.XSHE,2010-08-13,104.59,-1.0,0,2,1,2,0,2,-2,1,1,0,2,-2,1,-1,2
129,300070.XSHE,2010-08-16,105.45,-1.0,-1,2,1,2,0,2,-2,1,1,0,2,-2,1,-1,2
130,300070.XSHE,2010-08-17,106.33,-1.0,-1,2,1,2,0,2,-2,1,0,-1,1,-2,1,-2,1
131,300070.XSHE,2010-08-18,103.995,-1.0,-2,1,0,1,-1,1,-2,1,-3,-1,1,-2,1,-3,0
132,300070.XSHE,2010-08-19,102.005,-1.0,-2,0,-3,0,-1,1,-2,1,-4,-1,1,-2,1,-3,0
133,300070.XSHE,2010-08-20,100.965,-1.0,-3,0,-4,0,-1,1,-2,1,-4,-2,0,-2,1,-3,-1
134,300070.XSHE,2010-08-23,99.02,-1.0,-3,-1,-4,0,-2,0,-2,1,-2,-2,0,-2,1,-3,-1
135,300070.XSHE,2010-08-24,99.18,-1.0,-3,-1,-2,0,-2,0,-2,1,-2,-2,1,-2,1,-2,-1
136,300070.XSHE,2010-08-25,99.0,1.0,-2,-1,-2,-1,-2,1,-2,1,0,-1,1,-2,1,-2,-1
137,300070.XSHE,2010-08-26,99.905,1.0,-2,-1,0,0,-1,1,-2,1,1,0,2,-2,1,0,-1
138,300070.XSHE,2010-08-27,103.0,-1.0,0,-1,1,1,0,2,-2,1,3,1,2,-2,1,1,0
139,300070.XSHE,2010-08-30,105.615,-1.0,1,0,3,1,1,2,-2,1,3,1,2,-2,1,1,0
140,300070.XSHE,2010-08-31,104.975,-1.0,1,0,3,1,1,2,-2,1,0,0,2,-2,1,0,0
141,300070.XSHE,2010-09-01,102.81,1.0,0,0,0,0,0,2,-2,1,-2,0,1,-2,1,-1,0
142,300070.XSHE,2010-09-02,100.47,-1.0,-1,0,-2,0,0,1,-2,1,-2,-1,1,-2,1,-1,0
143,300070.XSHE,2010-09-03,102.075,-1.0,-1,0,-2,0,-1,1,-2,1,-2,-2,0,-2,1,-1,-1
144,300070.XSHE,2010-09-06,99.83,-1.0,-1,-1,-2,-1,-2,0,-2,1,-3,-2,0,-2,1,-2,-1
145,300070.XSHE,2010-09-07,99.085,-1.0,-1,-1,-3,-1,-2,0,-2,1,-3,-1,1,-2,1,-1,-1
146,300070.XSHE,2010-09-08,98.925,-1.0,-1,-1,-3,-1,-1,1,-2,1,-3,-1,1,-2,1,-1,-1
147,300070.XSHE,2010-09-09,99.04,-1.0,-1,-1,-3,-1,-1,1,-2,1,-2,-1,1,-2,1,-1,-1
148,300070.XSHE,2010-09-10,99.085,-1.0,-1,-1,-2,-1,-1,1,-2,1,-2,-1,1,-2,1,-1,-1
149,300070.XSHE,2010-09-13,99.05,-1.0,-1,-1,-2,-1,-1,1,-2,1,-3,-1,1,-2,1,-1,-1
150,300070.XSHE,2010-09-14,97.24,-1.0,-1,-1,-3,-2,-1,1,-2,1,-3,-2,0,-2,1,-2,-2
151,300070.XSHE,2010-09-15,92.5,-1.0,-2,-2,-3,-3,-2,0,-2,1,-2,-2,0,-2,1,-2,-2
152,300070.XSHE,2010-09-16,91.9,-1.0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,0,-2,1,-2,-2
153,300070.XSHE,2010-09-17,91.25,-1.0,-2,-2,-2,-3,-2,0,-2,1,-2,-3,0,-2,1,-2,-3
154,300070.XSHE,2010-09-20,88.07,-1.0,-2,-3,-2,-3,-3,0,-2,1,-3,-3,0,-2,1,-2,-3
155,300070.XSHE,2010-09-21,86.97,-1.0,-2,-3,-3,-4,-3,0,-2,1,-2,-2,1,-2,1,-1,-3
156,300070.XSHE,2010-09-27,87.5,-1.0,-1,-3,-2,-3,-2,1,-2,1,-1,-1,1,-2,1,0,-2
157,300070.XSHE,2010-09-28,88.585,-1.0,0,-2,-1,-2,-1,1,-2,1,-2,-1,1,-2,1,0,-2
158,300070.XSHE,2010-09-29,87.425,1.0,0,-2,-2,-3,-1,1,-2,1,-1,-1,1,-2,1,0,-2
159,300070.XSHE,2010-09-30,87.51,-1.0,0,-2,-1,-2,-1,1,-2,1,0,0,2,-2,1,1,-1
160,300070.XSHE,2010-10-08,90.825,-1.0,1,-1,0,-1,0,2,-2,1,2,0,2,-2,1,1,-1
161,300070.XSHE,2010-10-11,91.505,-1.0,1,-1,2,-1,0,2,-2,1,3,0,2,-2,1,1,-1
162,300070.XSHE,2010-10-12,91.9,-1.0,1,-1,3,-1,0,2,-2,1,2,1,2,-2,1,1,0
163,300070.XSHE,2010-10-13,92.625,-1.0,1,0,2,-1,1,2,-2,1,1,0,2,-2,1,1,0
164,300070.XSHE,2010-10-14,91.65,-1.0,1,0,1,-1,0,2,-2,1,-1,-1,1,-2,1,0,-1
165,300070.XSHE,2010-10-15,88.955,1.0,0,-1,-1,-2,-1,1,-2,1,-2,-1,1,-2,1,-1,-1
166,300070.XSHE,2010-10-18,88.49,1.0,-1,-1,-2,-1,-1,1,-2,1,0,0,1,-2,1,0,0
167,300070.XSHE,2010-10-19,93.2,1.0,0,0,0,1,0,1,-2,1,2,1,2,-2,1,2,0
168,300070.XSHE,2010-10-20,98.575,1.0,2,0,2,2,1,2,-2,1,3,1,2,-2,1,2,1
169,300070.XSHE,2010-10-21,100.1,1.0,2,1,3,2,1,2,-2,1,2,2,3,-2,1,2,1
170,300070.XSHE,2010-10-22,101.81,-1.0,2,1,2,2,2,3,-2,1,2,3,3,-2,1,2,2
171,300070.XSHE,2010-10-25,104.115,-1.0,2,2,2,2,3,3,-2,1,2,2,3,-2,1,1,2
172,300070.XSHE,2010-10-26,104.395,1.0,1,2,2,2,2,3,-2,1,2,1,2,-2,1,1,2
173,300070.XSHE,2010-10-27,105.825,1.0,1,2,2,3,1,2,-2,1,2,2,2,-2,1,1,2
174,300070.XSHE,2010-10-28,110.065,-1.0,1,2,2,3,2,2,-2,1,2,2,2,-2,1,1,3
175,300070.XSHE,2010-10-29,111.91,-1.0,1,3,2,3,2,2,-2,1,2,1,2,-2,1,0,3
176,300070.XSHE,2010-11-01,111.1,-1.0,0,2,2,3,1,2,-2,1,0,1,2,-2,1,-1,2
177,300070.XSHE,2010-11-02,110.655,-1.0,-1,2,0,1,1,2,-2,1,-1,0,1,-2,1,-2,1
178,300070.XSHE,2010-11-03,106.97,1.0,-2,1,-1,1,0,1,-2,1,-2,-1,0,-2,1,-2,1
179,300070.XSHE,2010-11-04,107.455,1.0,-2,1,-2,1,-1,0,-2,1,0,-1,1,-2,1,-2,1
180,300070.XSHE,2010-11-05,111.385,1.0,-2,1,0,2,-1,1,-2,1,2,1,2,-2,1,0,2
181,300070.XSHE,2010-11-08,117.185,-1.0,0,2,2,3,1,2,-2,1,3,2,2,-2,1,1,2
182,300070.XSHE,2010-11-09,121.245,-1.0,1,2,3,3,2,2,-2,1,2,3,3,-2,1,1,3
183,300070.XSHE,2010-11-10,121.9,-1.0,1,3,2,3,3,3,-2,1,1,3,3,-2,1,1,3
184,300070.XSHE,2010-11-11,121.96,1.0,0,3,1,3,3,3,-2,1,0,2,2,-2,1,-1,2
185,300070.XSHE,2010-11-12,120.395,-1.0,-1,2,0,2,1,2,-2,1,1,1,2,-2,1,0,2
186,300070.XSHE,2010-11-15,124.295,-1.0,0,2,1,3,1,2,-2,1,0,0,1,-2,1,-1,2
187,300070.XSHE,2010-11-16,123.425,-1.0,-1,2,0,1,0,1,-2,1,-1,-2,0,-2,1,-3,1
188,300070.XSHE,2010-11-17,114.895,1.0,-3,1,-1,-1,-2,0,-2,1,-4,-3,0,-2,1,-4,0
189,300070.XSHE,2010-11-18,112.33,1.0,-4,0,-4,0,-3,0,-2,1,-3,-2,0,-2,1,-4,-1
190,300070.XSHE,2010-11-19,115.29,-1.0,-3,-1,-3,0,-2,0,-2,1,-1,-2,0,-2,1,-2,0
191,300070.XSHE,2010-11-22,119.3,1.0,-2,0,-1,1,-2,0,-2,1,1,-1,1,-2,1,-1,0
192,300070.XSHE,2010-11-23,120.0,1.0,-1,0,1,1,-1,0,-2,1,1,1,2,-2,1,0,1
193,300070.XSHE,2010-11-24,123.045,-1.0,0,0,1,1,1,2,-2,1,1,3,3,-2,1,1,1
194,300070.XSHE,2010-11-25,126.05,1.0,1,1,1,2,2,3,-2,1,2,2,3,-2,1,1,1
195,300070.XSHE,2010-11-26,127.85,-1.0,1,1,2,2,2,3,-2,1,3,2,3,-2,1,2,2
196,300070.XSHE,2010-11-29,130.99,-1.0,1,2,3,2,2,3,-2,1,2,2,2,-2,1,1,2
197,300070.XSHE,2010-11-30,129.5,-1.0,1,2,2,1,2,2,-2,1,0,0,2,-2,1,-1,1
198,300070.XSHE,2010-12-01,126.265,-1.0,-1,1,0,1,0,1,-2,1,-2,-1,1,-2,1,-2,1
199,300070.XSHE,2010-12-02,125.765,-1.0,-2,1,-2,1,-1,1,-2,1,-3,-1,0,-2,1,-2,0
200,300070.XSHE,2010-12-03,123.995,-1.0,-2,0,-3,1,-1,0,-2,1,-4,-2,0,-2,1,-3,0
201,300070.XSHE,2010-12-06,122.37,1.0,-3,0,-4,0,-2,0,-2,1,-2,-2,0,-2,1,-2,0
202,300070.XSHE,2010-12-07,123.005,-1.0,-2,0,-2,1,-2,0,-2,1,0,0,1,-2,1,-1,0
203,300070.XSHE,2010-12-08,128.35,-1.0,-1,0,0,1,0,1,-2,1,2,0,1,-2,1,0,0
204,300070.XSHE,2010-12-09,128.86,1.0,0,0,2,1,0,1,-2,1,2,0,2,-2,1,0,0
205,300070.XSHE,2010-12-10,127.64,1.0,0,0,1,1,0,1,-2,1,2,2,3,-2,1,1,1
206,300070.XSHE,2010-12-13,134.29,-1.0,1,1,2,2,2,3,-2,1,2,3,3,-2,1,2,2
207,300070.XSHE,2010-12-14,138.4,-1.0,2,2,2,2,3,3,-2,1,2,2,2,-2,1,2,2
208,300070.XSHE,2010-12-15,137.775,-1.0,1,2,2,2,1,2,-2,1,1,1,2,-2,1,1,2
209,300070.XSHE,2010-12-16,136.665,-1.0,1,2,1,2,1,2,-2,1,1,1,2,-2,1,0,2
210,300070.XSHE,2010-12-17,136.415,-1.0,0,2,1,2,1,2,-2,1,0,0,1,-2,1,-1,1
211,300070.XSHE,2010-12-20,134.86,-1.0,-1,1,0,1,0,1,-2,1,-1,-2,0,-2,1,-2,1
212,300070.XSHE,2010-12-21,132.785,-1.0,-2,1,-1,1,-2,0,-2,1,-2,-2,0,-2,1,-2,0
213,300070.XSHE,2010-12-22,132.25,-1.0,-2,0,-2,0,-2,0,-2,1,-2,-2,0,-2,1,-2,0
214,300070.XSHE,2010-12-23,131.99,-1.0,-2,0,-2,0,-2,0,-2,1,-4,-3,-1,-2,1,-4,-1
215,300070.XSHE,2010-12-24,125.805,-1.0,-3,-1,-4,-1,-3,-1,-2,1,-4,-4,-1,-2,1,-4,-2
216,300070.XSHE,2010-12-27,120.695,-1.0,-4,-2,-4,-2,-4,-1,-2,1,-3,-4,-1,-2,1,-4,-3
217,300070.XSHE,2010-12-28,118.1,1.0,-4,-3,-3,-2,-4,-1,-2,1,-2,-3,-1,-2,1,-3,-3
218,300070.XSHE,2010-12-29,119.67,1.0,-3,-3,-2,-2,-3,-1,-2,1,-1,-3,-1,-2,1,-2,-3
219,300070.XSHE,2010-12-30,122.46,1.0,-2,-3,-1,-1,-3,-1,-2,1,0,-1,1,-2,1,0,-2
220,300070.XSHE,2010-12-31,124.505,-1.0,0,-2,0,-1,-1,1,-2,1,1,1,2,-2,1,1,-1
221,300070.XSHE,2011-01-04,127.135,-1.0,1,-1,1,0,1,2,-2,1,0,1,2,-2,1,1,-1
222,300070.XSHE,2011-01-05,125.0,-1.0,1,-1,0,-1,1,2,-2,1,-1,0,1,-2,1,0,-1
223,300070.XSHE,2011-01-06,122.375,-1.0,0,-1,-1,-1,0,1,-2,1,-2,-1,0,-2,1,-1,-2
224,300070.XSHE,2011-01-07,119.47,-1.0,-1,-2,-2,-2,-1,0,-2,1,-3,-2,0,-2,1,-1,-2
225,300070.XSHE,2011-01-10,117.35,-1.0,-1,-2,-3,-2,-2,0,-2,1,-3,-3,-1,-2,1,-2,-3
226,300070.XSHE,2011-01-11,114.005,-1.0,-2,-3,-3,-3,-3,-1,-2,1,-3,-4,-1,-2,1,-3,-3
227,300070.XSHE,2011-01-12,110.655,-1.0,-3,-3,-3,-3,-4,-1,-2,1,-2,-3,-1,-2,1,-2,-3
228,300070.XSHE,2011-01-13,111.715,1.0,-2,-3,-2,-3,-3,-1,-2,1,-2,-2,0,-2,1,-1,-3
229,300070.XSHE,2011-01-14,112.4,-1.0,-1,-3,-2,-3,-2,0,-2,1,-1,-1,1,-2,1,1,-2
230,300070.XSHE,2011-01-17,117.0,-1.0,1,-2,-1,-2,-1,1,-2,1,-1,-1,1,-2,1,0,-2
231,300070.XSHE,2011-01-18,111.475,-1.0,0,-2,-1,-3,-1,1,-2,1,-1,0,1,-2,1,0,-2
232,300070.XSHE,2011-01-19,113.105,-1.0,0,-2,-1,-2,0,1,-2,1,0,0,1,-2,1,1,-2
233,300070.XSHE,2011-01-20,114.38,-1.0,1,-2,0,-2,0,1,-2,1,0,0,1,-2,1,1,-1
234,300070.XSHE,2011-01-21,113.24,-1.0,1,-1,0,-2,0,1,-2,1,-2,-2,0,-2,1,-1,-2
235,300070.XSHE,2011-01-24,108.29,1.0,-1,-2,-2,-4,-2,0,-2,1,-3,-3,0,-2,1,-2,-3
236,300070.XSHE,2011-01-25,102.005,-1.0,-2,-3,-3,-3,-3,0,-2,1,-3,-3,0,-2,1,-2,-3
237,300070.XSHE,2011-01-26,104.2,-1.0,-2,-3,-3,-3,-2,0,-2,1,-1,-3,0,-2,1,-1,-3
238,300070.XSHE,2011-01-27,104.53,-1.0,-1,-3,-1,-3,-3,0,-2,1,-1,-2,0,-2,1,0,-2
239,300070.XSHE,2011-01-28,105.74,-1.0,0,-2,-1,-3,-2,0,-2,1,-1,-1,1,-2,1,0,-2
240,300070.XSHE,2011-01-31,106.75,-1.0,0,-2,-1,-2,-1,1,-2,1,-1,0,2,-2,1,1,-2
241,300070.XSHE,2011-02-01,106.035,1.0,1,-2,-1,-3,0,2,-2,1,-1,0,1,-2,1,1,-2
242,300070.XSHE,2011-02-09,105.505,1.0,0,-2,-1,-2,0,1,-2,1,1,1,2,-2,1,2,-1
243,300070.XSHE,2011-02-10,110.055,-1.0,1,-1,1,0,1,2,-2,1,3,1,2,-2,1,2,0
244,300070.XSHE,2011-02-11,113.1,-1.0,2,0,3,0,1,2,-2,1,3,1,2,-2,1,2,0
245,300070.XSHE,2011-02-14,114.0,-1.0,2,0,3,0,1,2,-2,1,2,1,2,-2,1,2,0
246,300070.XSHE,2011-02-15,113.61,-1.0,2,0,2,0,1,2,-2,1,1,2,2,-2,1,1,1
247,300070.XSHE,2011-02-16,114.8,-1.0,1,1,1,1,1,2,-2,1,1,1,2,-2,1,1,1
248,300070.XSHE,2011-02-17,116.22,-1.0,1,1,1,1,1,2,-2,1,0,0,1,-2,1,0,1
249,300070.XSHE,2011-02-18,114.135,-1.0,0,1,0,0,0,1,-2,1,0,0,1,-2,1,0,1
250,300070.XSHE,2011-02-21,114.705,1.0,0,0,0,1,0,1,-2,1,0,0,1,-2,1,-1,0
251,300070.XSHE,2011-02-22,115.05,-1.0,-1,0,0,-1,0,1,-2,1,2,0,1,-2,1,0,1
252,300070.XSHE,2011-02-23,118.085,-1.0,0,1,2,2,0,1,-2,1,1,0,1,-2,1,0,1
253,300070.XSHE,2011-02-24,119.435,-1.0,0,1,1,1,0,1,-2,1,1,0,1,-2,1,0,1
254,300070.XSHE,2011-02-25,118.355,-1.0,0,1,1,0,0,1,-2,1,-2,0,1,-2,1,-1,0
255,300070.XSHE,2011-02-28,116.0,-1.0,-1,0,-2,0,0,1,-2,1,-2,0,1,-2,1,-2,0
256,300070.XSHE,2011-03-01,115.185,-1.0,-2,0,-2,0,0,1,-2,1,-2,-1,0,-2,1,-2,0
257,300070.XSHE,2011-03-02,114.945,-1.0,-2,0,-2,0,-1,0,-2,1,-3,-2,0,-2,1,-2,-1
258,300070.XSHE,2011-03-03,112.525,-1.0,-2,-1,-3,-1,-2,-1,-2,1,-3,-2,-1,-2,1,-3,-1
259,300070.XSHE,2011-03-04,109.92,-1.0,-3,-1,-3,-2,-2,-1,-2,1,-2,-2,0,-2,1,-2,-1
260,300070.XSHE,2011-03-07,110.515,-1.0,-2,-1,-2,-1,-2,0,-2,1,-1,-1,0,-2,1,-1,-1
261,300070.XSHE,2011-03-08,111.9,-1.0,-1,-1,-1,-1,-1,0,-2,1,0,-1,0,-2,1,-1,-1
262,300070.XSHE,2011-03-09,112.5,-1.0,-1,-1,0,-1,-1,0,-2,1,1,0,0,-2,1,0,-1
263,300070.XSHE,2011-03-10,113.1,-1.0,0,-1,1,0,0,0,-2,1,1,0,1,-2,1,0,-1
264,300070.XSHE,2011-03-11,113.425,-1.0,0,-1,1,0,0,1,-2,1,1,0,1,-2,1,0,-1
265,300070.XSHE,2011-03-14,112.665,-1.0,0,-1,1,-1,0,1,-2,1,2,0,1,-2,1,0,-1
266,300070.XSHE,2011-03-15,114.055,-1.0,0,-1,2,0,0,1,-2,1,2,0,1,-2,1,0,0
267,300070.XSHE,2011-03-16,115.15,-1.0,0,0,2,0,0,1,-2,1,0,-1,0,-2,1,0,0
268,300070.XSHE,2011-03-17,112.855,-1.0,0,0,0,-1,-1,0,-2,1,-2,-1,0,-2,1,-1,-1
269,300070.XSHE,2011-03-18,112.295,-1.0,-1,-1,-2,-1,-1,0,-2,1,-3,-1,0,-2,1,-1,-1
270,300070.XSHE,2011-03-21,112.2,-1.0,-1,-1,-3,-1,-1,0,-2,1,-2,-1,0,-2,1,-1,-1
271,300070.XSHE,2011-03-22,111.6,-1.0,-1,-1,-2,-1,-1,0,-2,1,-2,-2,0,-2,1,-1,-1
