,code,date,avg_price,win_rate,MACD_macd,EMA_gap,KDJ_J,RSI,MOM,MOM_gap,OBV,Long_Short_Rate_OBV,KDJ_J_pre,MOM_pre,MOM_gap_pre,OBV_pre,Long_Short_Rate_OBV_pre,MACD_macd_pre,EMA_gap_pre
6653,000651.XSHE,2012-10-16,21.695,-1.0,0,0,1,1,0,1,-2,-1,0,-1,1,-2,-1,-1,0
6654,000651.XSHE,2012-10-17,21.58,-1.0,-1,0,0,0,-1,1,-2,-1,0,-1,1,-2,-1,-1,0
6655,000651.XSHE,2012-10-18,21.605,-1.0,-1,0,0,1,-1,1,-2,-1,1,0,1,-2,-1,-1,0
6656,000651.XSHE,2012-10-19,21.745,-1.0,-1,0,1,1,0,1,-2,-1,2,0,1,-2,-1,-1,0
6657,000651.XSHE,2012-10-22,21.8,-1.0,-1,0,2,1,0,1,-2,-1,1,-1,1,-2,-1,-1,0
6658,000651.XSHE,2012-10-23,21.705,-1.0,-1,0,1,0,-1,1,-2,-1,-2,-1,1,-2,-1,-1,0
6659,000651.XSHE,2012-10-24,21.55,-1.0,-1,0,-2,0,-1,1,-2,-1,-3,-1,1,-2,-1,-1,0
6660,000651.XSHE,2012-10-25,21.47,-1.0,-1,0,-3,0,-1,1,-2,-1,-2,-1,1,-2,-1,-1,-1
6661,000651.XSHE,2012-10-26,21.25,-1.0,-1,-1,-2,-2,-1,1,-2,-1,-2,-1,0,-2,-1,-1,-1
6662,000651.XSHE,2012-10-29,21.055,1.0,-1,-1,-2,-2,-1,0,-2,-1,0,-1,1,-2,-1,-1,-1
6663,000651.XSHE,2012-10-30,21.195,1.0,-1,-1,0,-1,-1,1,-2,-1,2,0,1,-2,-1,0,0
6664,000651.XSHE,2012-10-31,22.57,-1.0,0,0,2,3,0,1,-2,-1,3,1,1,-2,-1,1,0
6665,000651.XSHE,2012-11-01,23.17,-1.0,1,0,3,3,1,1,-1,-1,3,1,1,-1,-1,1,1
6666,000651.XSHE,2012-11-02,23.285,-1.0,1,1,3,3,1,1,-1,-1,2,1,1,-1,-1,1,1
6667,000651.XSHE,2012-11-05,23.29,-1.0,1,1,2,3,1,1,-1,-1,1,1,1,-1,-1,0,1
6668,000651.XSHE,2012-11-06,23.295,-1.0,0,1,1,3,1,1,-1,-1,1,0,1,-1,-1,0,1
6669,000651.XSHE,2012-11-07,23.215,-1.0,0,1,1,2,0,1,-1,-1,1,-1,0,-1,-1,-1,0
6670,000651.XSHE,2012-11-08,22.985,-1.0,-1,0,1,2,-1,0,-1,-1,0,-1,0,-1,-1,-1,0
6671,000651.XSHE,2012-11-09,22.89,-1.0,-1,0,0,1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0
6672,000651.XSHE,2012-11-12,22.835,-1.0,-1,0,-1,1,-1,0,-1,-1,-3,-1,0,-2,-1,-1,0
6673,000651.XSHE,2012-11-13,22.735,-1.0,-1,0,-3,0,-1,0,-2,-1,-3,-1,0,-2,-1,-1,0
6674,000651.XSHE,2012-11-14,22.695,-1.0,-1,0,-3,0,-1,0,-2,-1,-2,-1,0,-2,-1,-1,0
6675,000651.XSHE,2012-11-15,22.75,-1.0,-1,0,-2,1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0
6676,000651.XSHE,2012-11-16,22.76,-1.0,-1,0,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1
6677,000651.XSHE,2012-11-19,22.775,-1.0,-1,-1,0,1,-1,0,-1,-1,1,0,0,-1,-1,-1,0
6678,000651.XSHE,2012-11-20,23.0,-1.0,-1,0,1,1,0,0,-1,-1,2,0,0,-1,-1,0,0
6679,000651.XSHE,2012-11-21,23.105,-1.0,0,0,2,1,0,0,-1,-1,1,0,0,-1,-1,-1,0
6680,000651.XSHE,2012-11-22,22.865,-1.0,-1,0,1,0,0,0,-1,-1,0,0,0,-1,-1,-1,0
6681,000651.XSHE,2012-11-23,22.875,-1.0,-1,0,0,1,0,0,-1,-1,-2,-1,0,-1,-1,-1,-1
6682,000651.XSHE,2012-11-26,22.785,-1.0,-1,-1,-2,-1,-1,0,-1,-1,-2,-1,0,-1,-1,-1,-1
6683,000651.XSHE,2012-11-27,22.5,-1.0,-1,-1,-2,-1,-1,0,-1,-1,-3,-1,0,-1,-1,-1,-1
6684,000651.XSHE,2012-11-28,22.515,1.0,-1,-1,-3,-1,-1,0,-1,-1,-2,-1,0,-1,-1,-1,-1
6685,000651.XSHE,2012-11-29,22.53,-1.0,-1,-1,-2,-1,-1,0,-1,-1,1,0,0,-1,-1,0,-1
6686,000651.XSHE,2012-11-30,23.06,-1.0,0,-1,1,2,0,0,-1,-1,3,0,0,-1,-1,0,0
6687,000651.XSHE,2012-12-03,23.355,-1.0,0,0,3,1,0,0,-1,-1,2,0,0,-1,-1,0,0
6688,000651.XSHE,2012-12-04,23.09,-1.0,0,0,2,0,0,0,-1,-1,1,0,0,-1,-1,0,0
6689,000651.XSHE,2012-12-05,23.385,-1.0,0,0,1,1,0,0,-1,-1,1,0,1,-1,-1,0,0
6690,000651.XSHE,2012-12-06,23.7,-1.0,0,0,1,1,0,1,-1,-1,0,-1,0,-1,-1,-1,0
6691,000651.XSHE,2012-12-07,22.495,-1.0,-1,0,0,-2,-1,0,-1,-1,-2,-1,0,-1,-1,-1,-1
6692,000651.XSHE,2012-12-10,22.605,-1.0,-1,-1,-2,-1,-1,0,-1,-1,-2,-1,0,-1,-1,-1,-1
6693,000651.XSHE,2012-12-11,22.625,-1.0,-1,-1,-2,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1
6694,000651.XSHE,2012-12-12,22.69,1.0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1
6695,000651.XSHE,2012-12-13,23.0,1.0,-1,-1,0,0,-1,0,-1,-1,2,0,1,-1,-1,0,0
6696,000651.XSHE,2012-12-14,23.68,-1.0,0,0,2,1,0,1,-1,-1,3,1,1,-1,-1,1,0
6697,000651.XSHE,2012-12-17,24.16,-1.0,1,0,3,2,1,1,-1,-1,3,1,1,-1,-1,1,0
6698,000651.XSHE,2012-12-18,24.155,-1.0,1,0,3,2,1,1,-1,-1,2,1,0,-1,-1,0,0
6699,000651.XSHE,2012-12-19,24.09,1.0,0,0,2,1,1,0,-1,-1,2,1,0,-1,0,0,0
6700,000651.XSHE,2012-12-20,24.415,-1.0,0,0,2,2,1,0,-1,0,2,1,0,-1,0,1,1
6701,000651.XSHE,2012-12-21,25.23,-1.0,1,1,2,3,1,0,-1,0,1,1,0,-1,0,1,1
6702,000651.XSHE,2012-12-24,25.465,-1.0,1,1,1,3,1,0,-1,0,1,1,0,-1,0,1,1
6703,000651.XSHE,2012-12-25,25.65,-1.0,1,1,1,3,1,0,-1,0,1,1,0,-1,0,0,1
6704,000651.XSHE,2012-12-26,25.71,-1.0,0,1,1,3,1,0,-1,0,1,0,0,-1,0,0,1
6705,000651.XSHE,2012-12-27,25.475,-1.0,0,1,1,2,0,0,-1,0,0,0,0,-1,0,-1,1
6706,000651.XSHE,2012-12-28,25.325,-1.0,-1,1,0,2,0,0,-1,0,0,-1,0,-1,0,-1,0
6707,000651.XSHE,2012-12-31,25.46,-1.0,-1,0,0,2,-1,0,-1,0,0,-1,0,-1,0,-1,0
6708,000651.XSHE,2013-01-04,25.46,-1.0,-1,0,0,1,-1,0,-1,0,2,0,0,-1,0,-1,0
6709,000651.XSHE,2013-01-07,25.84,-1.0,-1,0,2,3,0,0,-1,0,1,0,0,-1,0,-1,0
6710,000651.XSHE,2013-01-08,26.18,-1.0,-1,0,1,2,0,0,-1,0,1,0,0,-1,0,-1,0
6711,000651.XSHE,2013-01-09,25.995,-1.0,-1,0,1,2,0,0,-1,0,0,0,0,-1,0,-1,0
6712,000651.XSHE,2013-01-10,26.025,1.0,-1,0,0,1,0,0,-1,0,0,0,0,-1,0,-1,0
6713,000651.XSHE,2013-01-11,26.0,1.0,-1,0,0,2,0,0,-1,0,1,0,0,-1,0,-1,0
6714,000651.XSHE,2013-01-14,26.505,-1.0,-1,0,1,3,0,0,-1,0,2,0,0,-1,0,0,1
6715,000651.XSHE,2013-01-15,27.055,-1.0,0,1,2,3,0,0,-1,0,1,0,0,-1,0,0,1
6716,000651.XSHE,2013-01-16,26.815,1.0,0,1,1,2,0,0,-1,0,-1,0,0,-1,0,-1,0
6717,000651.XSHE,2013-01-17,26.625,1.0,-1,0,-1,2,0,0,-1,0,0,1,0,-1,0,0,1
6718,000651.XSHE,2013-01-18,27.85,-1.0,0,1,0,3,1,0,-1,0,2,1,0,-1,0,1,1
6719,000651.XSHE,2013-01-21,28.615,-1.0,1,1,2,4,1,0,-1,0,2,1,0,-1,0,1,1
6720,000651.XSHE,2013-01-22,28.375,-1.0,1,1,2,2,1,0,-1,0,1,1,0,-1,0,0,1
6721,000651.XSHE,2013-01-23,28.135,-1.0,0,1,1,2,1,0,-1,0,0,1,0,-1,0,-1,1
6722,000651.XSHE,2013-01-24,28.255,1.0,-1,1,0,2,1,0,-1,0,1,0,-1,-1,0,-1,1
6723,000651.XSHE,2013-01-25,28.255,1.0,-1,1,1,2,0,-1,-1,0,1,0,-1,-1,0,-1,1
6724,000651.XSHE,2013-01-28,28.725,-1.0,-1,1,1,3,0,-1,-1,0,2,0,-1,-1,0,0,1
6725,000651.XSHE,2013-01-29,29.35,-1.0,0,1,2,3,0,-1,-1,0,2,1,0,-1,0,0,1
6726,000651.XSHE,2013-01-30,29.51,-1.0,0,1,2,3,1,0,-1,0,1,0,-1,-1,0,0,1
6727,000651.XSHE,2013-01-31,29.36,-1.0,0,1,1,3,0,-1,-1,0,1,0,-1,-1,0,-1,1
6728,000651.XSHE,2013-02-01,29.305,-1.0,-1,1,1,3,0,-1,-1,0,0,0,-1,-1,0,-1,1
6729,000651.XSHE,2013-02-04,29.325,-1.0,-1,1,0,2,0,-1,-1,0,0,-1,-1,-1,0,-1,0
6730,000651.XSHE,2013-02-05,29.09,-1.0,-1,0,0,2,-1,-1,-1,0,-1,-1,-1,-1,0,-2,0
6731,000651.XSHE,2013-02-06,29.03,-1.0,-2,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,0,-2,0
6732,000651.XSHE,2013-02-07,28.9,-1.0,-2,0,-1,1,-1,-1,-1,0,1,-1,-1,-1,0,-1,0
6733,000651.XSHE,2013-02-08,29.205,-1.0,-1,0,1,2,-1,-1,-1,0,1,0,-1,-1,0,-1,0
6734,000651.XSHE,2013-02-18,29.57,-1.0,-1,0,1,1,0,-1,-1,0,0,-1,-1,-1,0,-1,0
6735,000651.XSHE,2013-02-19,28.95,-1.0,-1,0,0,0,-1,-1,-1,0,-2,-1,-1,-1,0,-2,-1
6736,000651.XSHE,2013-02-20,28.51,-1.0,-2,-1,-2,0,-1,-1,-1,0,-3,-1,-1,-1,0,-2,-1
6737,000651.XSHE,2013-02-21,28.14,-1.0,-2,-1,-3,-1,-1,-1,-1,0,-2,-2,-1,-1,0,-2,-1
6738,000651.XSHE,2013-02-22,27.775,-1.0,-2,-1,-2,-2,-2,-1,-1,0,-2,-2,-1,-1,0,-2,-1
6739,000651.XSHE,2013-02-25,27.895,-1.0,-2,-1,-2,-1,-2,-1,-1,0,-3,-2,-1,-1,0,-1,-1
6740,000651.XSHE,2013-02-26,27.775,1.0,-1,-1,-3,-2,-2,-1,-1,0,-2,-1,-1,-1,0,-1,-1
6741,000651.XSHE,2013-02-27,27.805,1.0,-1,-1,-2,-1,-1,-1,-1,0,0,0,-1,-1,0,0,-1
6742,000651.XSHE,2013-02-28,28.535,-1.0,0,-1,0,0,0,-1,-1,0,3,1,0,-1,0,1,0
6743,000651.XSHE,2013-03-01,29.355,-1.0,1,0,3,1,1,0,-1,0,2,0,-1,-1,0,0,0
6744,000651.XSHE,2013-03-04,28.565,-1.0,0,0,2,-1,0,-1,-1,0,0,0,-1,-1,0,0,-1
6745,000651.XSHE,2013-03-05,28.335,-1.0,0,-1,0,-1,0,-1,-1,0,-3,0,-1,-1,0,-1,-1
6746,000651.XSHE,2013-03-06,28.18,-1.0,-1,-1,-3,-1,0,-1,-1,0,-3,-1,-1,-1,0,-1,-1
6747,000651.XSHE,2013-03-07,27.685,-1.0,-1,-1,-3,-2,-1,-1,-1,0,-3,-2,-1,-1,0,-1,-1
6748,000651.XSHE,2013-03-08,27.445,-1.0,-1,-1,-3,-2,-2,-1,-1,0,-3,-1,-1,-1,0,-1,-1
6749,000651.XSHE,2013-03-11,27.525,-1.0,-1,-1,-3,-2,-1,-1,-1,0,-2,-1,-1,-1,0,-1,-1
6750,000651.XSHE,2013-03-12,27.51,-1.0,-1,-1,-2,-2,-1,-1,-1,0,-3,-1,-1,-1,0,-1,-1
6751,000651.XSHE,2013-03-13,27.07,1.0,-1,-1,-3,-3,-1,-1,-1,0,-2,-1,-1,-1,0,-1,-2
6752,000651.XSHE,2013-03-14,26.845,-1.0,-1,-2,-2,-2,-1,-1,-1,0,0,-1,-1,-1,0,0,-1
6753,000651.XSHE,2013-03-15,27.455,-1.0,0,-1,0,-1,-1,-1,-1,0,1,0,-1,-1,0,0,-1
6754,000651.XSHE,2013-03-18,27.65,1.0,0,-1,1,-1,0,-1,-1,0,1,-1,-1,-1,0,0,-1
6755,000651.XSHE,2013-03-19,27.455,1.0,0,-1,1,-2,-1,-1,-1,0,2,0,0,-1,0,0,-1
6756,000651.XSHE,2013-03-20,27.925,-1.0,0,-1,2,0,0,0,-1,0,3,1,0,-1,0,1,0
6757,000651.XSHE,2013-03-21,28.8,-1.0,1,0,3,1,1,0,-1,0,4,1,0,-1,0,1,0
6758,000651.XSHE,2013-03-22,29.005,-1.0,1,0,4,1,1,0,-1,0,2,0,0,-1,0,1,0
6759,000651.XSHE,2013-03-25,28.845,-1.0,1,0,2,0,0,0,-1,0,1,0,-1,-1,0,0,0
6760,000651.XSHE,2013-03-26,28.47,-1.0,0,0,1,0,0,-1,-1,0,1,0,-1,-1,0,0,0
6761,000651.XSHE,2013-03-27,28.765,-1.0,0,0,1,1,0,-1,-1,0,1,0,-1,-1,0,0,0
6762,000651.XSHE,2013-03-28,28.87,-1.0,0,0,1,0,0,-1,-1,0,0,-1,-1,-1,0,-1,0
6763,000651.XSHE,2013-03-29,28.78,-1.0,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,0,-1,0
6764,000651.XSHE,2013-04-01,28.835,-1.0,-1,0,1,0,-1,-1,-1,0,0,0,-1,-1,0,-1,0
6765,000651.XSHE,2013-04-02,28.825,-1.0,-1,0,0,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,0
6766,000651.XSHE,2013-04-03,28.715,-1.0,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0
6767,000651.XSHE,2013-04-08,28.7,-1.0,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,-1,0,-1,0
6768,000651.XSHE,2013-04-09,28.825,-1.0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,-2,-1
6769,000651.XSHE,2013-04-10,27.87,-1.0,-2,-1,-1,-3,-1,-1,-1,0,-3,-2,-1,-1,0,-2,-1
6770,000651.XSHE,2013-04-11,26.93,-1.0,-2,-1,-3,-3,-2,-1,-1,0,-4,-2,-1,-1,0,-3,-2
6771,000651.XSHE,2013-04-12,26.47,-1.0,-3,-2,-4,-4,-2,-1,-1,0,-3,-2,-1,-1,0,-2,-2
6772,000651.XSHE,2013-04-15,26.39,-1.0,-2,-2,-3,-3,-2,-1,-1,0,-2,-2,-1,-1,0,-2,-2
6773,000651.XSHE,2013-04-16,26.69,-1.0,-2,-2,-2,-2,-2,-1,-1,0,-1,-1,-1,-1,0,-1,-2
6774,000651.XSHE,2013-04-17,26.995,1.0,-1,-2,-1,-2,-1,-1,-1,0,-1,-1,-1,-1,0,0,-2
6775,000651.XSHE,2013-04-18,26.98,-1.0,0,-2,-1,-2,-1,-1,-1,0,0,0,0,-1,0,0,-1
6776,000651.XSHE,2013-04-19,27.43,-1.0,0,-1,0,-1,0,0,-1,0,-1,0,0,-1,0,0,-1
6777,000651.XSHE,2013-04-22,27.03,-1.0,0,-1,-1,-3,0,0,-1,0,-2,-1,-1,-2,0,-1,-1
6778,000651.XSHE,2013-04-23,26.065,-1.0,-1,-1,-2,-4,-1,-1,-2,0,-3,-1,-1,-2,0,-1,-2
6779,000651.XSHE,2013-04-24,25.845,-1.0,-1,-2,-3,-3,-2,-1,-2,0,-2,-1,-1,-2,0,-1,-2
6780,000651.XSHE,2013-04-25,26.08,-1.0,-1,-2,-2,-3,-1,-1,-2,0,-1,-2,-1,-2,0,-1,-2
6781,000651.XSHE,2013-04-26,26.1,-1.0,-1,-2,-1,-3,-2,-1,-2,0,-1,-1,-1,-2,0,0,-1
6782,000651.XSHE,2013-05-02,26.025,1.0,0,-1,-1,-3,-1,-1,-2,0,-1,0,0,-2,0,0,-1
6783,000651.XSHE,2013-05-03,26.37,-1.0,0,-1,-1,-2,0,0,-2,0,0,0,0,-2,0,1,-1
6784,000651.XSHE,2013-05-06,26.82,-1.0,1,-1,0,-1,0,0,-2,0,1,0,0,-2,0,1,-1
6785,000651.XSHE,2013-05-07,26.79,-1.0,1,-1,1,-1,0,0,-2,0,2,0,0,-2,0,1,0
6786,000651.XSHE,2013-05-08,27.15,-1.0,1,0,2,0,0,0,-2,0,1,0,0,-2,0,1,0
6787,000651.XSHE,2013-05-09,27.11,-1.0,1,0,1,-1,0,0,-2,0,2,0,0,-2,0,0,0
6788,000651.XSHE,2013-05-10,26.82,-1.0,0,0,2,-1,0,0,-2,0,-1,-1,0,-2,0,0,-1
6789,000651.XSHE,2013-05-13,26.57,-1.0,0,-1,-1,-2,-1,0,-2,0,-3,-1,-1,-2,0,-1,-1
6790,000651.XSHE,2013-05-14,25.755,-1.0,-1,-1,-3,-3,-1,-1,-2,0,-4,-2,-1,-2,0,-2,-1
6791,000651.XSHE,2013-05-15,25.4,-1.0,-2,-1,-4,-3,-2,-1,-2,0,-3,-2,-1,-2,0,-2,-1
6792,000651.XSHE,2013-05-16,25.575,1.0,-2,-1,-3,-3,-2,-1,-2,0,-1,-1,-1,-2,0,-1,-1
6793,000651.XSHE,2013-05-17,25.78,1.0,-1,-1,-1,-2,-1,-1,-2,0,1,0,0,-2,0,0,-1
6794,000651.XSHE,2013-05-20,26.695,-1.0,0,-1,1,0,0,0,-2,0,3,1,0,-2,0,2,0
6795,000651.XSHE,2013-05-21,27.89,-1.0,2,0,3,1,1,0,-1,0,3,1,0,-2,0,2,0
6796,000651.XSHE,2013-05-22,27.805,-1.0,2,0,3,1,1,0,-2,0,0,1,0,-2,0,1,0
6797,000651.XSHE,2013-05-23,27.2,-1.0,1,0,0,-1,1,0,-2,0,-1,0,0,-2,0,0,0
6798,000651.XSHE,2013-05-24,26.975,-1.0,0,0,-1,-1,0,0,-2,0,-1,0,0,-2,0,-1,0
6799,000651.XSHE,2013-05-27,26.96,-1.0,-1,0,-1,-1,0,0,-2,0,0,-1,-1,-2,0,-1,0
6800,000651.XSHE,2013-05-28,27.085,-1.0,-1,0,0,0,-1,-1,-2,0,0,-1,-1,-2,0,-1,0
6801,000651.XSHE,2013-05-29,27.29,-1.0,-1,0,0,-1,-1,-1,-2,0,0,-1,-1,-2,0,-1,0
6802,000651.XSHE,2013-05-30,26.935,-1.0,-1,0,0,-1,-1,-1,-2,0,-3,-1,-1,-2,0,-1,0
6803,000651.XSHE,2013-05-31,26.815,-1.0,-1,0,-3,-1,-1,-1,-2,0,-4,-1,-1,-2,0,-1,-1
6804,000651.XSHE,2013-06-03,26.775,-1.0,-1,-1,-4,-1,-1,-1,-2,0,-4,-1,-1,-2,0,-1,-1
6805,000651.XSHE,2013-06-04,26.395,-1.0,-1,-1,-4,-2,-1,-1,-2,0,-3,-2,-1,-2,0,-2,-1
6806,000651.XSHE,2013-06-05,26.1,-1.0,-2,-1,-3,-2,-2,-1,-2,0,-2,-1,-1,-2,0,-1,-1
6807,000651.XSHE,2013-06-06,26.065,-1.0,-1,-1,-2,-2,-1,-1,-2,0,-2,-1,-1,-2,0,-1,-1
6808,000651.XSHE,2013-06-07,25.805,-1.0,-1,-1,-2,-3,-1,-1,-2,0,-2,-2,-1,-2,0,-2,-2
6809,000651.XSHE,2013-06-13,24.85,-1.0,-2,-2,-2,-4,-2,-1,-2,0,-3,-2,-1,-2,0,-2,-2
6810,000651.XSHE,2013-06-14,24.64,1.0,-2,-2,-3,-4,-2,-1,-2,0,-3,-2,-1,-2,-1,-2,-2
6811,000651.XSHE,2013-06-17,24.35,1.0,-2,-2,-3,-4,-2,-1,-2,-1,-1,-2,0,-2,0,-1,-2
6812,000651.XSHE,2013-06-18,24.8,-1.0,-1,-2,-1,-2,-2,0,-2,0,0,-1,0,-2,0,0,-2
6813,000651.XSHE,2013-06-19,25.42,-1.0,0,-2,0,-2,-1,0,-2,0,1,0,0,-2,-1,0,-1
6814,000651.XSHE,2013-06-20,25.17,-1.0,0,-1,1,-2,0,0,-2,-1,0,0,0,-2,0,0,-1
6815,000651.XSHE,2013-06-21,24.75,-1.0,0,-1,0,-2,0,0,-2,0,-2,0,0,-2,-1,0,-1
6816,000651.XSHE,2013-06-24,24.515,1.0,0,-1,-2,-3,0,0,-2,-1,-2,-1,0,-2,0,-1,-2
6817,000651.XSHE,2013-06-25,23.79,1.0,-1,-2,-2,-3,-1,0,-2,0,-2,-1,0,-2,0,-1,-2
6818,000651.XSHE,2013-06-26,24.275,-1.0,-1,-2,-2,-2,-1,0,-2,0,1,-1,0,-2,0,0,-1
6819,000651.XSHE,2013-06-27,24.875,-1.0,0,-1,1,-2,-1,0,-2,0,2,0,0,-2,0,1,-1
6820,000651.XSHE,2013-06-28,25.01,-1.0,1,-1,2,-1,0,0,-2,0,1,0,0,-2,0,1,-1
6821,000651.XSHE,2013-07-01,25.065,-1.0,1,-1,1,-2,0,0,-2,0,0,0,0,-2,0,0,-1
6822,000651.XSHE,2013-07-02,24.765,1.0,0,-1,0,-2,0,0,-2,0,0,0,0,-2,0,0,-1
6823,000651.XSHE,2013-07-03,24.895,1.0,0,-1,0,-2,0,0,-2,0,2,0,0,-2,0,0,0
6824,000651.XSHE,2013-07-04,25.275,-1.0,0,0,2,0,0,0,-2,0,2,0,0,-2,0,1,0
6825,000651.XSHE,2013-07-05,25.805,-1.0,1,0,2,0,0,0,-2,0,2,0,0,-2,0,0,0
6826,000651.XSHE,2013-07-08,25.605,-1.0,0,0,2,0,0,0,-2,0,0,0,0,-2,0,0,0
6827,000651.XSHE,2013-07-09,25.57,-1.0,0,0,0,-1,0,0,-2,0,0,0,0,-2,0,0,0
6828,000651.XSHE,2013-07-10,25.615,-1.0,0,0,0,0,0,0,-2,0,0,-1,0,-2,0,-1,0
6829,000651.XSHE,2013-07-11,25.22,-1.0,-1,0,0,-1,-1,0,-2,0,-2,-1,0,-2,0,-1,0
6830,000651.XSHE,2013-07-12,25.085,-1.0,-1,0,-2,-2,-1,0,-2,0,-4,-1,0,-2,0,-1,-1
6831,000651.XSHE,2013-07-15,24.765,-1.0,-1,-1,-4,-2,-1,0,-2,0,-3,-1,0,-2,0,-1,-1
6832,000651.XSHE,2013-07-16,24.915,-1.0,-1,-1,-3,-1,-1,0,-2,0,-1,-1,0,-2,0,-1,-1
6833,000651.XSHE,2013-07-17,25.225,-1.0,-1,-1,-1,-1,-1,0,-2,0,-1,-1,0,-2,0,-1,-1
6834,000651.XSHE,2013-07-18,24.76,-1.0,-1,-1,-1,-2,-1,0,-2,0,-3,-2,0,-2,-1,-2,-1
6835,000651.XSHE,2013-07-19,23.88,1.0,-2,-1,-3,-4,-2,0,-2,-1,-4,-2,0,-2,0,-2,-2
6836,000651.XSHE,2013-07-22,23.42,1.0,-2,-2,-4,-3,-2,0,-2,0,-2,-1,0,-2,0,-1,-2
6837,000651.XSHE,2013-07-23,23.985,1.0,-1,-2,-2,-2,-1,0,-2,0,1,-1,0,-2,0,0,-1
6838,000651.XSHE,2013-07-24,24.45,-1.0,0,-1,1,-1,-1,0,-2,0,2,0,0,-2,0,0,-1
6839,000651.XSHE,2013-07-25,24.875,-1.0,0,-1,2,-1,0,0,-2,0,3,1,0,-2,0,1,0
6840,000651.XSHE,2013-07-26,25.17,-1.0,1,0,3,0,1,0,-2,0,2,1,0,-2,0,1,0
6841,000651.XSHE,2013-07-29,25.175,1.0,1,0,2,-1,1,0,-2,0,2,0,0,-2,0,0,0
6842,000651.XSHE,2013-07-30,25.105,-1.0,0,0,2,0,0,0,-2,0,1,1,0,-2,0,1,0
6843,000651.XSHE,2013-07-31,25.84,-1.0,1,0,1,1,1,0,-2,0,1,1,0,-2,-1,1,0
6844,000651.XSHE,2013-08-01,26.19,-1.0,1,0,1,1,1,0,-2,0,1,0,0,-2,-1,0,0
6845,000651.XSHE,2013-08-02,25.975,-1.0,0,0,1,0,0,0,-2,-1,1,0,0,-2,-1,0,0
6846,000651.XSHE,2013-08-05,25.98,-1.0,0,0,1,1,0,0,-2,-1,1,0,0,-2,0,0,0
6847,000651.XSHE,2013-08-06,26.31,-1.0,0,0,1,1,0,0,-2,0,2,0,0,-2,-1,0,1
6848,000651.XSHE,2013-08-07,26.62,-1.0,0,1,2,1,0,0,-2,-1,2,0,0,-2,0,0,1
6849,000651.XSHE,2013-08-08,26.82,-1.0,0,1,2,2,0,0,-2,0,2,0,0,-2,0,0,1
6850,000651.XSHE,2013-08-09,27.1,-1.0,0,1,2,2,0,0,-2,0,2,1,0,-2,0,0,1
6851,000651.XSHE,2013-08-12,27.425,-1.0,0,1,2,2,1,0,-2,0,1,0,0,-2,0,0,1
6852,000651.XSHE,2013-08-13,27.32,-1.0,0,1,1,1,0,0,-2,0,1,0,0,-2,0,-1,1
6853,000651.XSHE,2013-08-14,27.24,-1.0,-1,1,1,2,0,0,-2,0,0,0,0,-2,0,-1,0
6854,000651.XSHE,2013-08-15,27.1,1.0,-1,0,0,1,0,0,-2,0,0,-1,0,-2,-1,-1,0
6855,000651.XSHE,2013-08-16,26.89,1.0,-1,0,0,0,-1,0,-2,-1,1,-1,0,-2,0,-1,0
6856,000651.XSHE,2013-08-19,27.44,-1.0,-1,0,1,2,-1,0,-2,0,1,0,0,-2,0,0,0
6857,000651.XSHE,2013-08-20,27.975,-1.0,0,0,1,2,0,0,-2,0,-1,0,0,-2,-1,-1,0
6858,000651.XSHE,2013-08-21,27.705,-1.0,-1,0,-1,0,0,0,-2,-1,-3,-1,-1,-2,-1,-1,0
6859,000651.XSHE,2013-08-22,26.965,-1.0,-1,0,-3,0,-1,-1,-2,-1,-4,-1,-1,-2,-1,-2,0
6860,000651.XSHE,2013-08-23,26.6,-1.0,-2,0,-4,-2,-1,-1,-2,-1,-3,-2,-1,-2,-1,-2,-1
6861,000651.XSHE,2013-08-26,26.27,-1.0,-2,-1,-3,-1,-2,-1,-2,-1,-2,-2,-1,-2,-1,-2,-1
6862,000651.XSHE,2013-08-27,26.345,-1.0,-2,-1,-2,-1,-2,-1,-2,-1,-2,-2,-1,-2,-1,-2,-1
6863,000651.XSHE,2013-08-28,26.065,-1.0,-2,-1,-2,-2,-2,-1,-2,-1,-3,-1,-1,-2,-1,-2,-1
6864,000651.XSHE,2013-08-29,25.975,-1.0,-2,-1,-3,-2,-1,-1,-2,-1,-3,-1,-1,-2,-1,-1,-1
6865,000651.XSHE,2013-08-30,25.885,-1.0,-1,-1,-3,-1,-1,-1,-2,-1,-3,-1,0,-2,-1,-1,-1
6866,000651.XSHE,2013-09-02,25.875,-1.0,-1,-1,-3,-2,-1,0,-2,-1,-2,-1,0,-2,-1,-1,-1
6867,000651.XSHE,2013-09-03,25.855,-1.0,-1,-1,-2,-1,-1,0,-2,-1,-1,-1,0,-2,-1,0,-1
